W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
3,50,2000,0.9992,0.1448,0.3741,0,0,0,0,0,0,0,0,0,0.9609,0.7928,1,0.6703,0.5698,0,0,0,0,1.000,0.8712,1,0.8772,0.8001,1,0.8103,0.6785,0.9503,0.7776,0.7612,1,0,0,0,0.9994,0.0180,0.05234,0.9778,0.8719,1,0.9309,0.8061,1,0.4119,0.3652,0,0,0,0,0.8643,0.7494,1,0.9998,0.1096,0.04594,0.4364,0.3815,0,0.9050,0.7534,1,0,0,0,0,0,0,0,0,0,1.000,0.2402,0.09371
4,5,1000,0.9997,0.6664,0.9231,0,0,0,0,0,0,0,0,0,0.9344,-0.31,0.08633,0.7724,0.3892,0.1595,0,0,0,0.9997,0.5779,0.6340,1.000,0.2667,0.5466,0.9999,-0.081,0.5893,0,0,0,0,0,0,0.9988,0.53,0.5464,0.8062,0.3929,0.1623,0.9976,0.1788,0.4606,0,0,0,0,0,0,1.000,0.5492,0.7969,1.000,0.6667,0.9312,0.6059,0.12,0,0.7692,0.5817,0.3274,0,0,0,0,0,0,0,0,0,0.9979,0.6662,0.9162
4,5,1500,0.9985,0.5525,0.6035,0,0,0,0,0,0,0,0,0,0.9999,-0.349,0.1494,0.9002,0.195,0.4939,0,0,0,0.9279,0.4658,0.2944,1.000,0.4717,0.6691,0.9998,-0.262,0.4386,0,0,0,0,0,0,1.000,0.6609,0.9642,0.8964,0.2767,0.1668,0.9997,0.0921,0.3935,0.6860,0.6203,0,0,0,0,0.9998,0.6002,0.8760,1.000,0.6667,0.9785,0.7090,0.0108,0.0006823,0.7815,0.525,0.1720,0,0,0,0,0,0,0,0,0,0.9999,0.6425,0.9478
4,5,2000,0.9999,0.47,0.5159,0,0,0,0,0,0,0,0,0,1.000,-0.208,0.1850,0.9564,0.1729,0.5374,0,0,0,0.8267,0.4471,0.1009,1.000,0.56,0.7957,1.000,-0.228,0.4514,0,0,0,0,0,0,1.000,0.644,0.9569,0.9793,0.3338,0.2434,0.9993,0.1017,0.3742,0.6816,0.616,0,0,0,0,1.000,0.6459,0.9296,0.947,0.6655,0.9678,0.7046,0.0421,0.0002208,0.7849,0.5212,0.1342,0,0,0,0,0,0,0,0,0,0.9842,0.6667,0.9780
4,6,1000,0.9999,0.7273,1,0,0,0,0,0,0,0,0,0,1.000,0.5634,0.8565,0.9999,0.9412,1,0,0,0,1.000,0.6025,0.7840,1.000,0.4388,0.7804,0.9999,0.5711,0.8236,0,0,0,0,0,0,1.000,0.6134,0.8434,0.8946,0.6439,0.8443,0.7134,0.6028,0.04109,0,0,0,0,0,0,1.000,0.6692,0.9515,1.000,0.7796,1,0.3587,0.1966,0,0.6785,0.3783,0,0,0,0,0,0,0,0,0,0,1.000,0.6667,0.9813
4,6,1500,0.9998,0.7257,1,0,0,0,0,0,0,0,0,0,1.000,0.6355,0.9629,1.00,0.8661,1,0,0,0,1.000,0.5663,0.8809,0.9999,0.5639,0.9470,1.000,0.5893,0.8974,0,0,0,0,0,0,1.000,0.6983,0.9994,0.9361,0.7009,1,0.7287,0.6209,0.1851,0.1972,0.1775,0,0,0,0,0.9754,0.60,0.8724,0.9984,0.7214,1,0.2849,0.0671,0,0.7275,0.3554,0.04078,0,0,0,0,0,0,0,0,0,0.9998,0.6667,0.9432
4,6,2000,0.9997,0.7241,1,0,0,0,0,0,0,0,0,0,1.000,0.6928,0.9993,1.000,0.9113,1,0,0,0,1.000,0.6314,0.9220,1.000,0.4926,0.7733,0.9996,0.5768,0.9109,0,0,0,0,0,0,1.000,0.6368,0.9800,0.9086,0.6655,0.9869,0.7127,0.5995,0.08255,0.2045,0.1822,0,0,0,0,0.9275,0.5708,0.6970,1.000,0.7921,1,0.2676,0.0791,0,0.7337,0.4021,0.08809,0,0,0,0,0,0,0,0,0,1.000,0.6660,0.9795
4,7,1000,0.9997,0.8381,1,0,0,0,0,0,0,0,0,0,1.000,0.7423,1,0.4194,0.1134,0,0,0,0,0.9999,0.7005,1,1.000,0.4740,0.7101,0.6925,-1.045,0,0,0,0,0,0,0,1.000,0.5088,0.7309,0.6854,0.1491,0,0.63,0.2470,0,0,0,0,0,0,0,1.000,0.6431,0.8470,1.000,0.6627,0.9235,0.4666,0.1088,0,0.7208,0.5342,0.1013,0,0,0,0,0,0,0,0,0,0.9124,0.6667,0.9316
4,7,1500,1.000,0.8263,1,0,0,0,0,0,0,0,0,0,0.9998,0.7168,1,0.5123,0.1776,0,0,0,0,0.9999,0.6929,0.9978,1.000,0.2964,0.7278,0.5257,-0.542,0,0,0,0,0,0,0,0.9977,0.0048,0.1853,0.7930,0.2942,0.001620,0.6855,0.2419,0,0.2368,0.2028,0,0,0,0,1.000,0.5880,0.5472,1.000,0.5038,0.8681,0.3660,-0.011,0,0.7478,0.4783,0.07535,0,0,0,0,0,0,0,0,0,0.9999,0.6664,0.9671
4,7,2000,1.000,0.7945,1,0,0,0,0,0,0,0,0,0,1.000,0.7712,1,0.4069,0.1391,0,0,0,0,0.9999,0.6176,0.8176,1.00,0.4601,0.7230,0.4387,-0.419,0,0,0,0,0,0,0,0.9926,0.0945,0.1562,0.7883,0.1868,0.001419,0.7316,0.2539,0.01660,0.2201,0.1917,0,0,0,0,0.9733,0.5540,0.3532,1.000,0.5883,0.9474,0.3431,-0.067,0,0.6955,0.4442,0,0,0,0,0,0,0,0,0,0,1.000,0.6664,0.9508
4,8,1000,0.9995,0.8314,1,0,0,0,0,0,0,0,0,0,0.9943,0.6917,0.9935,0.2015,0.1031,0,0,0,0,1.000,0.7587,1,0.9821,0.2751,0.1581,0.4171,-0.185,0,0,0,0,0,0,0,0.9989,0.5494,0.7523,1.000,0.4608,0.5832,0.9998,-0.020,0.4213,0,0,0,0,0,0,0.9999,0.615,0.9237,1.000,0.5822,0.8609,0.29,-0.308,0,0.7219,0.6031,0.1484,0,0,0,0,0,0,0,0,0,0.9999,0.5336,0.7567
4,8,1500,0.9956,0.7869,1,0,0,0,0,0,0,0,0,0,0.9887,0.6978,0.9986,0.1944,0.0294,0,0,0,0,0.8708,0.6183,0.8303,0.9999,0.5296,0.6607,0.4792,-0.051,0,0,0,0,0,0,0,0.9988,0.4123,0.3739,0.9998,0.2861,0.7241,0.9998,0.3088,0.7851,0.2449,0.1919,0,0,0,0,1.000,0.6769,0.9878,1.000,0.6219,0.9137,0.3158,-0.276,0,0.6672,0.5561,0,0,0,0,0,0,0,0,0,0,0.9997,0.5496,0.6948
